# EvtID pe_px[MeV/c] pe_py[MeV/c] pe_pz[MeV/c] prec_px[MeV/c] prec_py[MeV/c] prec_pz[MeV/c] pidrec zvtx[cm] weight
0 4.3441244682e+03 0.0000000000e+00 6.9898665497e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
1 4.3431575198e+03 0.0000000000e+00 7.0496985543e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
2 4.3281677600e+03 0.0000000000e+00 7.9181031810e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
3 4.3229451378e+03 0.0000000000e+00 8.1984454279e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
4 4.3244604855e+03 0.0000000000e+00 8.1181355483e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
5 4.3203206160e+03 0.0000000000e+00 8.3356434293e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
6 4.3250442934e+03 0.0000000000e+00 8.0869747059e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
7 4.3415787856e+03 0.0000000000e+00 7.1462814631e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
8 4.3349482306e+03 0.0000000000e+00 7.5380606082e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
9 4.3340068997e+03 0.0000000000e+00 7.5919953375e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
10 4.3356781999e+03 0.0000000000e+00 7.4959608162e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
11 4.3447738927e+03 0.0000000000e+00 6.9493852968e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
12 4.3449727399e+03 0.0000000000e+00 6.9369418959e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
13 4.3321348152e+03 0.0000000000e+00 7.6981015972e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
14 4.3371774253e+03 0.0000000000e+00 7.4087226981e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
15 4.3439809597e+03 0.0000000000e+00 6.9987796128e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
16 4.3396288981e+03 0.0000000000e+00 7.2637508585e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
17 4.3297495530e+03 0.0000000000e+00 7.8311464517e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
18 4.3371875827e+03 0.0000000000e+00 7.4081280458e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
19 4.3236380324e+03 0.0000000000e+00 8.1618251856e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
20 4.3395986752e+03 0.0000000000e+00 7.2655562564e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
21 4.3432113746e+03 0.0000000000e+00 7.0463798844e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
22 4.3448950378e+03 0.0000000000e+00 6.9418070386e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
23 4.3199427934e+03 0.0000000000e+00 8.3552019769e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
24 4.3194052217e+03 0.0000000000e+00 8.3829485845e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
25 4.3274786494e+03 0.0000000000e+00 7.9556789666e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
26 4.3222492320e+03 0.0000000000e+00 8.2350550423e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
27 4.3304264817e+03 0.0000000000e+00 7.7936270492e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
28 4.3276784973e+03 0.0000000000e+00 7.9448005806e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
29 4.3411001790e+03 0.0000000000e+00 7.1752977260e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
30 4.3372610354e+03 0.0000000000e+00 7.4038263743e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
31 4.3365010928e+03 0.0000000000e+00 7.4482079117e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
32 4.3411633757e+03 0.0000000000e+00 7.1714732433e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
33 4.3435939745e+03 0.0000000000e+00 7.0227567480e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
34 4.3427142407e+03 0.0000000000e+00 7.0769538844e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
35 4.3346498276e+03 0.0000000000e+00 7.5552009316e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
36 4.3449759622e+03 0.0000000000e+00 6.9367400605e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
37 4.3419146443e+03 0.0000000000e+00 7.1258470433e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
38 4.3389877237e+03 0.0000000000e+00 7.3019536586e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
39 4.3206324778e+03 0.0000000000e+00 8.3194635075e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
40 4.3369003608e+03 0.0000000000e+00 7.4249242366e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
41 4.3410737805e+03 0.0000000000e+00 7.1768946711e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
42 4.3388287827e+03 0.0000000000e+00 7.3113920213e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
43 4.3441537338e+03 0.0000000000e+00 6.9880474783e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
44 4.3322871638e+03 0.0000000000e+00 7.6895231914e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
45 4.3294788997e+03 0.0000000000e+00 7.8460958169e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
46 4.3284220709e+03 0.0000000000e+00 7.9041894925e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
47 4.3381504588e+03 0.0000000000e+00 7.3515327373e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
48 4.3315347635e+03 0.0000000000e+00 7.7317936583e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
49 4.3229052758e+03 0.0000000000e+00 8.2005470290e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
50 4.3391406553e+03 0.0000000000e+00 7.2928602907e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
51 4.3417345966e+03 0.0000000000e+00 7.1368090344e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
52 4.3456847653e+03 0.0000000000e+00 6.8921960177e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
53 4.3282224252e+03 0.0000000000e+00 7.9151145105e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
54 4.3377887672e+03 0.0000000000e+00 7.3728444316e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
55 4.3393317682e+03 0.0000000000e+00 7.2814802349e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
56 4.3406870412e+03 0.0000000000e+00 7.2002482544e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
57 4.3357102476e+03 0.0000000000e+00 7.4941069386e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
58 4.3240915217e+03 0.0000000000e+00 8.1377653630e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
59 4.3294700602e+03 0.0000000000e+00 7.8465835669e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
60 4.3199445300e+03 0.0000000000e+00 8.3551121883e+02 6.4278760969e+01 0.0000000000e+00 -7.6604444312e+01 2212 0.0000000000e+00 1.0000000000e+00
